title,date,year,description,subject,id,refID
"October 8th, 1906",1906-10-08,1906," Administration building (1907- (pg 3, c3) | Alumni Office (pg 2, c3) | Photo (pg 3, c1) | Photo (pg 4, c1) | Washington State College (pg 1, c5)","Administration building (1907-; Alumni Office; Domestic Science department, University of Idaho; Domestic Science department, University of Idaho; Track - Cross country",ARG-1906-10-08,1332
"October 15th, 1906",1906-10-15,1906," Administration building (1907- (pg 1, c1) | Armory building (pg 1, c2) | Contract-Building progress (pg 1, c1) | Officers (pg 1, c1) | Simpson, C.B. (pg 2, c2) | University of Idaho vs. Spokane Amateur Athletic Club (pg 1, c2) | University of Idaho vs. University of Oregon (pg 4, c1)","Administration building (1907-; Armory building; Administration building (1907-; S.A.T.C. (Student Army Training Corp.); Simpson, C.B.; Football",ARG-1906-10-15,1333
"October 22nd, 1906",1906-10-22,1906," Idaho vs. Coeur d'Alene High School (pg 3, c1) | Parade. Photo (pg 3, c2) | Photo (pg 1, c2)",Football; Football rally; School of Mines,ARG-1906-10-22,1335
"October 30th, 1906",1906-10-30,1906," Chemistry, Department of (pg 4, c2) | Debate - Preparatory School (pg 2, c3) | Debate (pg 2, c2) | Photo (pg 1, c3) | Preparatory team vs. Lewiston High School (pg 1, c4) | University of Idaho vs. University of Oregon (pg 1, c1)","Chemistry, Department of; Debate - Preparatory School; Debate; Football team; Football",ARG-1906-10-30,1336
"November 6th, 1906",1906-11-06,1906," Idaho State Federation of Women's clubs (pg 1, c3) | Preparatory team vs. Lewiston State Normal North Idaho College of Education) (pg 1, c5) | Staff (pg 1, c4) | University of Idaho vs. WSC (pg 1, c1)",Scholarships; Football; Gem of the Mountains; Football,ARG-1906-11-06,1337
"November 13th, 1906",1906-11-13,1906," Class of 1904. Photo (pg 1, c3) | Class of 1905. Photo (pg 2, c2) | Class of 1906. Photo (pg 1, c4) | French, Burton L. (pg 3, c1) | Holman, Guy (pg 4, c1) | Photo (pg 1, c1) | Photo (pg 1, c4) | Ridenbaugh Award (pg 1, c4) | University of Idaho vs. Whitman College (pg 2, c2) | University of Idaho vs. WSC (pg 1, c1)","Overman, Reuben W.; Jones, Thomas R.; Price, Victor E.; French, Burton L.; Holman, Guy; Larson, Gus L.; Montandon, Charles A.; Ridenbaugh Award; Football",ARG-1906-11-13,1338
"November 20th, 1906",1906-11-20,1906," University of Idaho - History (pg 3, c2) | University of Idaho vs. Whitman College (pg 1, c1)",University of Idaho - History; Football,ARG-1906-11-20,1339
"November 27th, 1906",1906-11-27,1906," Debate, inter-society (pg 1, c5) | Idaho Agronomy Association (pg 1, c4) | MacLean, James Alexander (pg 1, c1) | Preparatory team vs. Lewiston State Normal North Idaho College of Education) (pg 1, c3) | University of Idaho - Needs (pg 1, c1)","Debate, inter-society; Idaho Agronomy Association; MacLean, James Alexander; Football; University of Idaho - Needs",ARG-1906-11-27,1340
"December 4th, 1906",1906-12-04,1906," Governor of Idaho 1898-1900 (pg 1, c4) | Meeting (pg 1, c4) | University of Idaho vs. University of Washington (pg 1, c1)","Hunt, Frank W.; Y.W.C.A. Council; Football",ARG-1906-12-04,1341
"December 11th, 1906",1906-12-11,1906," ASUI-Constitution-Amendments and Revision (pg 1, c3) | Basketball (pg 1, c2) | Debate - U of I vs. Montana State University (pg 2, c2) | Idaho Agronomy Association (pg 1, c1) | Meeting (pg 3, c1)",ASUI-Constitution-Amendments and Revision; Basketball; Debate -  vs. Montana State University; Idaho Agronomy Association; Y.W.C.A. Council,ARG-1906-12-11,1342
"December 21st, 1906",1906-12-21,1906," Alumni Office (pg 26, c0) | Board of Regents, U of I. Photo (pg 29, c0) | Christmas edition (pg 24, c0) | College directory (pg 29, c0) | Dances, ASUI petition to Regents to increase number (pg 25, c0) | Debate - U of I vs. Montana State University (pg 22, c0) | Drawing (pg 1, c0) | Illustration (pg 4, c0) | Junior promenade (pg 29, c0) | Photo (pg 18, c0) | Photo (pg 19, c0) | Photo (pg 22, c0) | Photo of fire (pg 2, c0) | Team. Photo (pg 16, c0) | University of Idaho Board of Regents (pg 29, c0)","Alumni Office; Lewis, M.E.; Y.W.C.A.; College directory; Dances, ASUI petition to Regents to increase number; Debate -  vs. Montana State University; Administration building (1907-; Morril Hall; Junior promenade; Griffith, John George; Larson, Gus L.; Holman, Guy; Mason, W.H.; Smith, T.E.; Administration building (1892-1906); Football; University of Idaho Board of Regents",ARG-1906-12-21,1343
"January 15th, 1907",1907-01-15,1907," Debate, inter-society (pg 1, c1) | Rhodes (pg 1, c1) | Simpson, C.B. (pg 2, c1) | University of Idaho - Attendance (pg 2, c2) | University of Idaho - Entrance requirements (pg 1, c1) | Varsity team vs. Colfax High School (pg 1, c5)","Debate, inter-society; Scholarships -Examination; Simpson, C.B.; University of Idaho - Attendance; Entrance requirements; Basketball",ARG-1907-01-15,1344
"January 22nd, 1907",1907-01-22,1907," Debate - Freshmen vs. Lewiston State Normal (pg 1, c3) | McChesney, H.D. (pg 4, c2) | University of Idaho - Examination rules (pg 1, c4) | Varsity team vs. Endicott Athletic club (pg 1, c5)","Debate - Freshmen vs. Lewiston State Normal; McChesney, H.D.; University of Idaho - Examination rules; Basketball",ARG-1907-01-22,1346
"February 5th, 1907",1907-02-05,1907," ASUI-Financial report (pg 3, c1) | Class of 1908 (pg 4, c1) | Debate - Idaho, Oregon, Washington (pg 2, c3) | Dewey Memorial prize - Debate (pg 1, c5) | Varsity team vs. Washington State College (pg 1, c4) | Varsity team vs. Whitman College (pg 1, c3) | Vollmer award (pg 1, c1)","ASUI-Financial report; Class of 1908; Debate - Idaho, Oregon, Washington; Dewey Memorial prize - Debate; Basketball; Vollmer award",ARG-1907-02-05,1347
"February 12th, 1907",1907-02-12,1907," Cannon - University of Idaho (pg 1, c4) | Class of 1907 (pg 1, c4) | Varsity team vs. Washington State College (pg 2, c2) | Y.W.C.A. (pg 1, c4)",Cannon - University of Idaho; Class of 1907; Basketball; Y.W.C.A.,ARG-1907-02-12,1348
"February 19th, 1907",1907-02-19,1907," Baseball (pg 1, c4) | Football - Financial report (pg 4, c1) | Freshmen team vs. WSC freshmen (pg 2, c2) | University catalogue (pg 4, c1) | Websterians officers (pg 3, c2)",Baseball; Football - Financial report; Basketball; University catalogue; Websterians officers,ARG-1907-02-19,1349
"February 26th, 1907",1907-02-26,1907,,,ARG-1907-02-26,11232
"March 5th, 1907",1907-03-05,1907," ASUI-Constitution (pg 1, c1) | Military Ball (pg 3, c2)",ASUI-Constitution; Military Ball,ARG-1907-03-05,1354
"March 12th, 1907",1907-03-12,1907," ASUI-Constitution-Amendments and Revision (pg 1, c2) | Debate - Preparatory vs. Blair Business College (pg 1, c5) | Freshman-Sophomore contest (pg 1, c3) | Freshman-Sophomore contest (pg 4, c1) | Morril Hall (pg 1, c5) | University of Idaho - Appropriations (pg 1, c1) | Y.W.C.A. (pg 4, c2)",ASUI-Constitution-Amendments and Revision; Debate - Preparatory vs. Blair Business College; Freshman-Sophomore contest; Freshman-Sophomore contest; Morril Hall; University of Idaho - Appropriations; Y.W.C.A.,ARG-1907-03-12,1365
"March 19th, 1907",1907-03-19,1907," Drawing (pg 1, c2) | Freshman glee (pg 1, c4) | Freshman-Sophomore contest (pg 1, c2) | Schedules (pg 2, c2) | The Idaho Argonaut (pg 1, c1) | Y.M.C.A. (pg 3, c2)",Administration building (1907-; Freshman glee; Freshman-Sophomore contest; Baseball; The Idaho Argonaut; Y.M.C.A.,ARG-1907-03-19,1369
"March 26th, 1907",1907-03-26,1907," Debate - Idaho, Oregon, Washington (pg 1, c1) | Photo (pg 3, c2) | University of Idaho freshmen vs. Washington State College freshmen (pg 1, c5)","Debate - Idaho, Oregon, Washington; Morrow, McKeen F.; Track",ARG-1907-03-26,1351
"April 2nd, 1907",1907-04-02,1907," Debate - Idaho, Oregon, Washington (pg 1, c1) | Frazier, J.H. (pg 1, c4) | Jones, R.O. (pg 1, c1) | Mason, W.H. (pg 1, c0) | Mathews, J.D. (pg 1, c1) | Morrow, McKeen F. (pg 1, c4) | Varsity team vs. Lewiston Normal (pg 4, c1)","Debate - Idaho, Oregon, Washington; Frazier, J.H.; Jones, R.O.; Mason, W.H.; Mathews, J.D.; Morrow, McKeen F.; Baseball",ARG-1907-04-02,1352
"April 16th, 1907",1907-04-16,1907," Cadets, Battalion of (pg 1, c5) | Freshmen vs. Lewiston High School (pg 1, c2) | University of Idaho freshmen vs. Washington State College freshmen (pg 1, c3) | Varsity team vs. Butte Miners (pg 3, c1) | Watkins Gold Medal for Oratory (pg 1, c1)","Cadets, Battalion of; Track; Track; Baseball; Watkins Gold Medal for Oratory",ARG-1907-04-16,1353
"April 23rd, 1907",1907-04-23,1907," University of Idaho vs. Lewiston High School (pg 1, c5) | Varsity team vs. Moscow trolley men (pg 4, c1) | Varsity team vs. Rosalia Town League (pg 3, c2)",Track; Baseball,ARG-1907-04-23,1355
"April 30th, 1907",1907-04-30,1907," Varsity team vs. University of Oregon (pg 1, c3)",Baseball,ARG-1907-04-30,1356
"May 7th, 1907",1907-05-07,1907," Debate - Preparatory vs. Grangeville High school (pg 3, c2) | Idaho, Whitman College, WSC (pg 1, c1) | Preparatory fraternity (pg 4, c3)",Debate - Preparatory vs. Grangeville High school; Track; Beta Kappa Epsilon,ARG-1907-05-07,1357
"May 15th, 1907",1907-05-15,1907," Photo (pg 1, c1) | Photo (pg 1, c2) | University of Idaho (pg 1, c1) | Varsity team vs. Washington State College (pg 1, c5) | Varsity team vs. Whitman College (pg 1, c3)","Larson, Gus L.; Edmundson, Clarence (Heck); McChesney, H.D.; Track; Baseball",ARG-1907-05-15,1358
"May 28th, 1907",1907-05-28,1907," ASUI-Officers (pg 1, c5) | Prize (pg 1, c4) | Senior vs. Faculty (pg 1, c4) | Varsity team vs. Lewiston Normal (pg 1, c1) | Varsity team vs. Washington State College (pg 1, c3)","ASUI-Officers; Price, Victor E.; Baseball",ARG-1907-05-28,1359
"October 15th, 1907",1907-10-15,1907," Class of 1906 (pg 1, c2) | Class of 1911 (pg 3, c2) | Classical club (pg 3, c2) | Debate council - Officers (pg 4, c2) | English club - University of Idaho (pg 1, c3) | Gifts to University of Idaho (pg 1, c1) | MacLean, James Alexander (pg 1, c1) | Slides donation (pg 1, c1) | The Idaho Argonaut (pg 2, c2) | University of Idaho vs. Spokane High School (pg 1, c4)","Class of 1906; Class of 1911; Classical club; Debate council - Officers; English club - University of Idaho; Gifts to University of Idaho; MacLean, James Alexander; Simpson, C.B.; The Idaho Argonaut; Football",ARG-1907-10-15,1360
"October 22nd, 1907",1907-10-22,1907," Athletic Board (pg 3, c2) | Debate (pg 1, c1) | Enrollment - University of Idaho (pg 2, c2) | Mandolin player (pg 3, c2) | President of University of Idaho 1900-1913 (pg 2, c2) | University of Idaho vs. Spokane Amateur Athletic Club (pg 1, c2)","Athletic Board; Debate; Enrollment; Mandolin player; McLean, James A.; Football",ARG-1907-10-22,1361
"October 29th, 1907",1907-10-29,1907," Idaho Union (pg 3, c1) | Biology Club (pg 3, c3) | Faculty (pg 6, c3) | Financial report (pg 4, c1) | Football (pg 8, c1) | Idaho's backfield. Photo (pg 3, c0) | Photo (pg 3, c0) | Preparatory team vs. Lewiston High School (pg 1, c1) | Team. Photo (pg 4, c0) | University of Idaho vs. University of Oregon (pg 4, c1)","Idaho Union; Biology Club; Frandson, J.H.; Baseball; Football; Armstrong, E.J.; Johnson, Chas M.; Keys, Karl Llewellyn; Football; Football",ARG-1907-10-29,1362
"November 5th, 1907",1907-11-05,1907,,,ARG-1907-11-05,11233
"November 12th, 1907",1907-11-12,1907," University of Idaho vs. WSC (pg 1, c1)",Football,ARG-1907-11-12,1363
"November 19th, 1907",1907-11-19,1907," University of Idaho vs. Whitman College (pg 1, c1)",Football,ARG-1907-11-19,1364
"November 26th, 1907",1907-11-26,1907," Associated Miners of U of I (pg 2, c1) | Football - U of I second team (pg 1, c1) | Photo (pg 1, c1) | Photo (pg 1, c2) | University of Idaho - Expansion (pg 4, c1)","Associated Miners of; Football -  second team; Keys, Karl Llewellyn; Stein, Howard Edward; University of Idaho - Expansion",ARG-1907-11-26,1366
"December 3rd, 1907",1907-12-03,1907," Photo (pg 1, c0) | Photo (pg 1, c4) | University of Idaho vs. University of Washington (pg 3, c3)","Savidge, Samual Leigh; Small, Rodney; Football",ARG-1907-12-03,1367
"December 10th, 1907",1907-12-10,1907," Administration building (1907- (pg 3, c2) | Associated Miners of U of I (pg 1, c4) | Contract-Building progress (pg 3, c2) | Debate (pg 1, c0) | Enrollment - University of Idaho (pg 4, c3) | Photo (pg 1, c2) | Schedule (pg 1, c1)","Administration building (1907-; Associated Miners of; Administration building (1907-; Debate; Enrollment; Hulme, Edward M; Basketball",ARG-1907-12-10,9837
"February 18th, 1908",1908-02-18,1908," Class of 1910 (pg 1, c2)",Class of 1910,ARG-1908-02-18,1368
"February 25th, 1908",1908-02-25,1908," Borah Debate (pg 2, c1) | Borah Debate (pg 2, c2) | Faculty. Commandant, Cadet ROTC. University of Idaho (pg 4, c2)","Borah Debate; Smith, Andrew W.",ARG-1908-02-25,1372
"March 7th, 1908",1908-03-07,1908,,,ARG-1908-03-07,11234
"March 9th, 1908",1908-03-09,1908," Debate - Preparatory School (pg 4, c1) | Track - University of Idaho (pg 1, c2)",Debate - Preparatory School; Track,ARG-1908-03-09,1383
"March 17th, 1908",1908-03-17,1908," Photo (pg 2, c0) | The Idaho Student Farmer (pg 4, c1) | Track - University of Idaho (pg 1, c1)",Basketball; The Idaho Student Farmer; Track,ARG-1908-03-17,1389
"March 24th, 1908",1908-03-24,1908," Athletic field (pg 1, c4) | Debate - U of I vs. University of Oregon (pg 4, c1) | Debate (pg 1, c1) | Debate (pg 4, c0) | Photo (pg 4, c0) | The Idaho Argonaut (pg 3, c2) | University of Idaho - Expansion (pg 2, c2)","Athletic field; Debate -  vs. University of Oregon; Debate; Holman, Guy; Jones, R.O.; Mathews, J.D.; The Idaho Argonaut; University of Idaho - Expansion",ARG-1908-03-24,1370
"March 31st, 1908",1908-03-31,1908," Contract-Building progress (pg 3, c3) | Photo (pg 1, c0) | Photos (pg 4, c0)",Administration building (1907-; Administration building (1892-1906); University buildings,ARG-1908-03-31,1371
"April 14th, 1908",1908-04-14,1908," Baseball (pg 1, c3) | Baseball (pg 3, c2) | School of Law (pg 1, c1) | Track - University of Idaho (pg 3, c2) | Watkins Gold Medal for Oratory (pg 1, c4)",Baseball; School of Law; Track; Watkins Gold Medal for Oratory,ARG-1908-04-14,1373
"April 21st, 1908",1908-04-21,1908," Debate (pg 1, c2) | Faculty. Head of the Mine department, U of I (pg 1, c4)","Debate; Janes, B.E.",ARG-1908-04-21,1374
"April 28th, 1908",1908-04-28,1908," Illustration (pg 1, c2)",Seal of the University of Idaho,ARG-1908-04-28,1375
"May 5th, 1908",1908-05-05,1908," ASUI-Constitution-Amendments and Revision (pg 1, c4) | Photo (pg 1, c2) | Photo (pg 4, c0) | Shinn, W.R. (pg 8, c0) | Simpson, J.M. (pg 10, c4)","ASUI-Constitution-Amendments and Revision; Edmundson, Clarence (Heck); Jeffries, Linnie; Shinn, W.R.; Simpson, J.M.",ARG-1908-05-05,1376
"May 12th, 1908",1908-05-12,1908," ASUI-Officers (pg 3, c1) | Financial report (pg 4, c1) | University of Idaho vs. University of Washington (pg 1, c1)",ASUI-Officers; Baseball,ARG-1908-05-12,1377
"May 19th, 1908",1908-05-19,1908," ASUI-Elections (pg 1, c1) | Debate council - Financial report (pg 2, c3) | Prep school team vs. Colfax (pg 1, c2) | Student labor day (pg 2, c4) | Varsity team vs. Palouse (pg 1, c2) | Varsity team. Photo (pg 4, c1)",ASUI-Elections; Debate council - Financial report; Baseball; Student labor day; Baseball,ARG-1908-05-19,1378
"June 2nd, 1908",1908-06-02,1908," ASUI-Financial report (pg 4, c2) | Borah Debate (pg 1, c2) | Photo (pg 3, c3) | Photo (pg 4, c1) | Savidge, Samual Leigh (pg 3, c3) | Summer school (pg 4, c1) | University of Idaho vs. University of Montana (pg 1, c1) | Varsity team vs. Washington State College (pg 2, c1) | Varsity team vs. Whitman College (pg 2, c1)","ASUI-Financial report; Borah Debate; Middleton, John R.; Soulin, Philip; Savidge, Samual Leigh; Summer school; Track; Baseball",ARG-1908-06-02,1379
"September 29th, 1908",1908-09-29,1908," Cadets, Battalion of (pg 2, c1) | Cadets, Battalion of (pg 2, c2) | Class of 1912 (pg 4, c2) | Debate council - Officers (pg 2, c2) | University of Idaho - Expansion (pg 1, c3)","Cadets, Battalion of; Cadets, Battalion of; Class of 1912; Debate council - Officers; University of Idaho - Expansion",ARG-1908-09-29,1380
"October 7th, 1908",1908-10-07,1908," Class of 1910 (pg 3, c1) | Class of 1911 (pg 2, c1) | Department of Music (pg 1, c4) | Football (pg 1, c0)",Class of 1910; Class of 1911; Department of Music; Football,ARG-1908-10-07,1381
"October 14th, 1908",1908-10-14,1908," Livestock judging - Butter, Apple (pg 1, c1) | University of Idaho vs. Spokane WMCA (pg 1, c0)","Livestock judging - Butter, Apple; Football",ARG-1908-10-14,1382
"October 21st, 1908",1908-10-21,1908," Athletic Board (pg 1, c4)",Athletic Board,ARG-1908-10-21,1384
"October 28th, 1908",1908-10-28,1908," UI vs. Navy (pg 1, c2) | University of Idaho Board of Regents (pg 1, c1)",Football; University of Idaho Board of Regents,ARG-1908-10-28,1385
"November 4th, 1908",1908-11-04,1908," Parsons, LaFayette Russell (pg 3, c2) | University of Idaho vs. University of Oregon (pg 1, c2)","Parsons, LaFayette Russell; Football",ARG-1908-11-04,1386
"November 11th, 1908",1908-11-11,1908," School of Mines (pg 1, c4) | University of Idaho vs. Whitman College (pg 1, c2)",School of Mines; Football,ARG-1908-11-11,1387
"November 18th, 1908",1908-11-18,1908," Grades and Honors (pg 1, c1) | Memorial gymnasium (pg 4, c0) | University of Idaho vs. WSC (pg 1, c3)",Grades and Honors; Memorial gymnasium; Football,ARG-1908-11-18,1388
"November 25th, 1908",1908-11-25,1908," Convocation, University of Idaho (pg 1, c4)",Convocation,ARG-1908-11-25,1395
"December 2nd, 1908",1908-12-02,1908," Honorary N.W. team (pg 2, c2) | University of Idaho vs. University of Utah (pg 1, c2)",Football,ARG-1908-12-02,1406
"December 9th, 1908",1908-12-09,1908," Debate - U of I vs. WSC (pg 1, c2) | School of Law (pg 1, c1)",Debate -  vs. WSC; School of Law,ARG-1908-12-09,1409
"December 16th, 1908",1908-12-16,1908," Football (pg 1, c0) | Photo (pg 1, c0) | Photo (pg 3, c0) | Photo (pg 4, c1) | Photo (pg 4, c4) | Savidge, Samual Leigh (pg 1, c0) | Sociology club (pg 7, c2)","Football; Middleton, John R.; Johnson, Chas M.; Pauls, Arthur; Smith, Henry; Thornton, James; Stockesberry, Walter; Small, Rodney; Savidge, Samual Leigh; Sociology club",ARG-1908-12-16,1390
