title,date,headlines,file
"March 9, 1973",1973-03-09,"Page 1 (front page): Man’s best friend– is he liked by everyone? (photos); Cadaver disposal methods abound; Students stung by chain letter; Page 2: Campus women seek betterment, awareness (photos); Orwick on student study group; Law, Ag Science, heating plant; Page 3: “Something Different ” features imported wares (photo); Chainletters, who will buy them? (cont’d from pg. 1); FPAC—one-third reality; Is religion practical — for you?; Richardson: the dilemma of low-cost housing; Page 4 (opinion): Pasturing or positioning?; Railroads revisited; On the plains of Northumberland; A Socialist and the tax structure; In response to boycotts; Monday marks final confrontation Rose’ students; Page 5: Faculty proposal endorsed; Cadaver disposal (cont’d from pg. 1); Horsell praised for observations on lack of campus planning; Pass/fail option goes to frosh (photos); Filling in the blanks; Page 6: Ballet Folk perform “Swan Lake” (photo); $3.09 success story; What’s happening; Vandaleers sing; Rolling in the blue grass boogie; At Idaho; Page 7: Man’s best friend (cont’d from pg. 1); Driving for self support; Track people: lots of potential; Mr. and Miss Legs chosen for long lanky legs and feet; NCAA swim meet; Page 8: An Idaho Gold Mine ----Charity (photos);","Argonaut Index, September 6, 1972 through May 8, 1973
"
"March 13, 1973",1973-03-13,"Page 1 (front page): End of draft, war will effect ROTC (photo); Abortion law pends while women wait; Rose conflict opens up (photo); Page 2 (opinion): The wisest man in the world; Booked for the year; Who counts with tenure; PR in the ASUI; Voxman corrects UFW strike story; Women slam Argonaut writer; Prison letters; Page 3: Senators disillusioned by apathy (photos); Rose issue debated (cont’d from pg. 1); ASUI transition goes smoothly; Food Facts, Fallacies; Page 4 (sports): Sports topics; WRA news; Wild vibes detect presence of zinc in rocks; At Idaho; Soccer coach lauds team; “B” basketball intramurals begin; Co-rec water polo coming soon; Page 5: Lundstrom captures moment with free-style photography (photos); Reveen entertains student audience; Pete ‘N Tillie: tragicomedy; Page 6: Food purity concerns consumers; ROTC enrollment (cont’d from pg. 1); Exotic solutions to energy crisis;","Argonaut Index, September 6, 1972 through May 8, 1973
"
"March 28, 1973",1973-03-28,"Page 1 (front page): Inmates bare views of prison life (photos); Ripping off Moscow— ‘It hurts’ (photo); Finding a way; Page 2 (opinion): On the Road; “Damned if they do…”; New Vice President commends past ASUI; “A university president is a man sitting on the end of a wharf trying to control the flight of the seagulls up above” –Hartung; The setting senate sun; Outgoing ASUI President recaps term, gives thanks to those who helped out; Page 3: Students plan tactics; Food Facts & Fallacies; Law not excused; Shoplifting hurts city, University (cont’d from pg. 1); “Peace”—the US costs (photos); Page 4: Visit to the Kingdom; Newly singled (cont’d from pg. 1); Simulation games highlight Borah Symposium; Wallace game room open for student use; At Idaho; First autocross Sunday noon; Executives speak; Page 5: 13 records broken (photo); Inmates describe life at Walla Walla prison (photos); Faculty council passes tenure policy changes; Page 6: TIP—getting the pusher out of Moscow (photos); Student art on sale soon;","Argonaut Index, September 6, 1972 through May 8, 1973
"
"March 30, 1973",1973-03-30,"Page 1 (front page): Why there is a Borah Symposium (photo); Fee increase rejected by 77% (photo); Athletic referendum; Monday, Tuesday, Wednesday; Page 2 (opinion): The state investigator rides for the railroads; Reader hits report on prisons; Students for rose angered at vote; Future planning needed NOW; Basking in the sunshine; Athletic referendum; Tailored to fit the jocks; The Rose deal — get it straight; Page 3: Guarding Moscow-Pullman from hijackers; The Argonaut Inquisition; Borah (cont’d from pg. 1); May plead guilty to drug charges; Utilities commissioner finds railroad signals adequate; New ASUI senate takes over; Sauna planned for women’s gym; Page 4 (sports): Faculty considers tenure, instructor; Montana-Idaho soccer game; UCLA title; Exceptional tennis players (photos); Sports Topics; Summer positions; Page 5: Lack of art displays on campus raises questions (photos); Poem; Summer school offered in Scandinavian countries; European charter; Theatre needs black players; Chess fever strikes U of I; What’s happening; KUOI preview ’73; The Experience Bottle; Gospel Press; Page 6: Talk, not drugs (photo); Student involvement seen in committees (photo);","Argonaut Index, September 6, 1972 through May 8, 1973
"
"April 3, 1973",1973-04-03,"Page 1 (front page): War games: Moving war into the SUB…and out of the world? (photos); Behind financial affairs (photos); Idaho’s Borah: man of peace; Page 2: Free all the POW’s; Politics on the menu; English Comp.--bad medicine (photo); Comment; Students for Rose promise new evidence for case; Anonymous Rose critic attacked; Tearing down; Page 3: Nam tortures; POW experiences told by Nasmyth (photos); Borah: peace advocate (cont’d from pg. 1); War games in SUB (cont’d from pg. 1); Food Facts & Fallacies; Page 4: Borah simulation games focus on human affairs (photo); Sports topics; Students have Rose’s files; TASC--legalized narcotic addiction; U of I meets Gonzaga; More passed to practice law; Attention vets; Page 5: The muledeer and moondog Medicine Show (photo only); Russell rocks Nixon, Nixon knocks Russell; PIRG to be initiated at U of I; Recital presented; Movies: two for one\; At Idaho; Page 6: Vice president explains housing, funds policies (photos); Movie review: “Sleuth” — ‘typical theatre of cruelty’; Borah (cont’d from pg. 3); Holding a tea;","Argonaut Index, September 6, 1972 through May 8, 1973
"
"April 6, 1973",1973-04-06,"Page 1 (front page): Know your regents (photos); Administration drops bomb (photo); French House postponed (photo); Page 2 (opinion): Tongue-tied and taking advantage; Unanimous silence; This lack of student concern; The continuing drug scene; Paying for promises; Student questions athletic force; Businessman reports theft; Page 3: Athletic Referendum’s validity questioned (photos); Wilma Heide: Feminism is central to humanism (photo); Classes offered; Your house; Page 4: Students, faculty debate need for tenure in Idaho (photo); Fee increase (cont’d from pg. 1); Tennis team downs Gonzaga; Chappelle screened in auditions; Idaho loses joint track meet; Soccer victory no. 3; Sports Topics; French House postponed indefinitely (cont’d from pg. 1); Summer positions; Page 5: “Marat/Sade,” or life in the asylum (photo); ASUI salary cut defeated; Lockett cited; What’s happening; Movie shows myths of population explosion; Page 6: Carter describes where tuition goes (photo); The Argonaut Inquisition; Blood;","Argonaut Index, September 6, 1972 through May 8, 1973
"
"April 10, 1973",1973-04-10,"Page 1 (front page): Meat prices (photo); Stop smoking program rated highly successful (photo); Indian students on Wounded Knee; Uncaptioned photo; Club helps older residents keep active (photo); Page 2 (opinion): Busting the legislature; Arg draws disappointment; Anonymous — and working hard at school; Consulting services supported; The end of Eng. Comp. (at least, the last report); Five minutes for beer; Comment; Wounded Knee action explained, fund established; Page 3: Regents approve increase (photos); Food Facts & Fallacies; Estates may remain standing; Blood’s life, pass it on; Page 4: No revenue, no funds (photo); WRA news; Vandal Open April 27-28; Vandals lose to Gonzaga; Stampede promoters hit campus; UI tennis team wins 7th game; At Idaho; Page 5: Ego explains Dr. Hook; ‘Star Trek’ fans vote for series; SUB will be remodeled this summer; Scheduled events noted for Parent’s Weekend; Editor says Gem going well; ‘The Emigrants’ arrive; Page 6: ‘Marat/Sade’ players discuss feelings (photo);","Argonaut Index, September 6, 1972 through May 8, 1973
"
"April 13, 1973",1973-04-13,"Page 1 (front page): Recruiting athletes; a business of pressure; Is gas rationing imminent? (photo); Religion meets man’s needs (photo); Page 2: Blue Mountain in a bell jar; Freedom for spirits; Sheepskin: new look in fee increases; Out-of-state costs; Finally, the truth about Vietnam; Eichhorn explains changes in free Festival; Page 3: Jeff Stoddard gives views on new ASUI senate; Rationing (cont’d from pg. 1); Faculty Council alters committees; Religion Week; Blue Mountain set for May 6; Page 4: Sports topics; Idaho track; Summer Positions; Alan Rose tenure decision will be made soon; Recruiting athletes; Pi Beta’s to defend Turtle joint; Competition begins in Sigma Chi Derby Days; Page 5: Pioneer spirit demonstrated in dance (photo); At Idaho; Parents’ Weekend events noted; KUOI Preview ’73; WSU schedules international week; The Company of Friends (photo only); Your house; What’s happening; Graduation plans told; Page 6: State drops tax exemptions for organizations, churches (photos);","Argonaut Index, September 6, 1972 through May 8, 1973
"
"April 17, 1973",1973-04-17,"Page 1 (front page): Government takes back aid; dries up student grant-loans; ASUI plans fee increase opposition (photos); Sexism, racism – common evils; Page 2: $504,000 for BNE; Checking up at the SUB; How student fees were increased; Death to the pass/fail option; Writer defends POW’s; Innocence questioned in increase; Page 3: The race with Orwell: 1973-1984; Food Facts & Fallacies; Equality — basic to any personal relationship (cont’d from pg. 1); Parent’s Week award winners; Administrative influence shows; Wurster reveals plans to fight fee increase; Page 4 (sports): Outdoor recreation seeks more funds; Pictured above are the 1973-1974 Idaho Vandal Cheerleaders (photo only); WRA news; Sports Topics; ASUI plans fee increase opposition; Chess tourney results; At Idaho; Upcoming Vandal sports; Page 5: Hitchhiking hassles explored; Company of friends concert tonight; The Arts & Entertainment (photos); Marat–Sade opens tomorrow; Page 6: PFI-- a good community company (photo); The Argonaut Inquisition; College of Ag struck by budget cuts; Financial funding cut;","Argonaut Index, September 6, 1972 through May 8, 1973
"
"April 20, 1973",1973-04-20,"Page 1 (front page): Rose plans appeal after new setback (photo); A look at Idaho; A UI-international language of space; Page 2 (opinion): Suicidal senate; Marching to the WSU drum; Blue Mountain, the senate, and other recreation; Easter season examined, answers found; Argonaut criticized as anti-athletic; B.S. and T.; Page 3: Faculty Council changes on campus mph to 25; Professor stresses reality of energy crisis; Perry discusses senatorial events (photo); Campus health services vary; Rap session opens Black week; Page 4: Sports Topics; Cheerleading men sought; Horseshoe players vie for championship; Vandal weekend takes in all sports (photos); Upcoming sports; Denied position brings Alan Rose appeal; Page 5: Untitled article; Summer positions; What’s happening; The play Marat/Sade (photo only); Bridge tourney ahead for students; KUOI preview ‘73; Page 6: Language of space to be adopted (photo); Exhibitionist plagues U of I; AFSC seeks peace aid funds; Prosecutor plans trial alternatives (photo); At Idaho;","Argonaut Index, September 6, 1972 through May 8, 1973
"
